Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
2,1,2015-03-23,4183,516,1,0,0,0
2,2,2015-03-24,4436,523,1,0,0,0
2,3,2015-03-25,5150,684,1,0,0,0
2,4,2015-03-26,3912,486,1,0,0,0
2,5,2015-03-27,3800,458,1,0,0,0
2,6,2015-03-28,3011,355,1,0,0,0
2,7,2015-03-29,0,0,0,0,0,0
2,1,2015-03-30,8733,777,1,1,0,1
2,2,2015-03-31,10107,850,1,1,0,1
2,3,2015-04-01,6473,756,1,1,0,1
2,4,2015-04-02,6168,619,1,1,0,1
2,5,2015-04-03,0,0,0,1,b,1
2,6,2015-04-04,4446,506,1,0,0,0
2,7,2015-04-05,0,0,0,0,0,0
2,1,2015-04-06,0,0,0,0,b,1
2,2,2015-04-07,4588,582,1,0,0,1
2,3,2015-04-08,5304,677,1,0,0,1
2,4,2015-04-09,3793,501,1,0,0,1
2,5,2015-04-10,3824,488,1,0,0,1
2,6,2015-04-11,2662,319,1,0,0,0
2,7,2015-04-12,0,0,0,0,0,0
2,1,2015-04-13,6947,698,1,1,0,0
2,2,2015-04-14,6569,703,1,1,0,0
2,3,2015-04-15,7132,850,1,1,0,0
2,4,2015-04-16,5371,590,1,1,0,0
2,5,2015-04-17,4948,549,1,1,0,0
2,6,2015-04-18,3066,340,1,0,0,0
2,7,2015-04-19,0,0,0,0,0,0
2,1,2015-04-20,4184,511,1,0,0,0
2,2,2015-04-21,3291,469,1,0,0,0
2,3,2015-04-22,5032,641,1,0,0,0
2,4,2015-04-23,3588,482,1,0,0,0
2,5,2015-04-24,3678,482,1,0,0,0
2,6,2015-04-25,2916,453,1,0,0,0
2,7,2015-04-26,0,0,0,0,0,0
2,1,2015-04-27,6523,647,1,1,0,0
2,2,2015-04-28,6861,678,1,1,0,0
2,3,2015-04-29,6764,756,1,1,0,0
2,4,2015-04-30,6884,716,1,1,0,0
2,5,2015-05-01,0,0,0,1,a,0
2,6,2015-05-02,3590,423,1,0,0,0
2,7,2015-05-03,0,0,0,0,0,0
2,1,2015-05-04,6901,681,1,1,0,0
2,2,2015-05-05,6295,653,1,1,0,0
2,3,2015-05-06,6558,780,1,1,0,0
2,4,2015-05-07,5382,597,1,1,0,0
2,5,2015-05-08,5734,753,1,1,0,0
2,6,2015-05-09,2722,348,1,0,0,0
2,7,2015-05-10,0,0,0,0,0,0
2,1,2015-05-11,4521,544,1,0,0,0
2,2,2015-05-12,4319,541,1,0,0,0
2,3,2015-05-13,5662,734,1,0,0,0
2,4,2015-05-14,0,0,0,0,a,0
2,5,2015-05-15,5293,592,1,0,0,1
2,6,2015-05-16,2831,337,1,0,0,0
2,7,2015-05-17,0,0,0,0,0,0
2,1,2015-05-18,8078,747,1,1,0,0
2,2,2015-05-19,6388,631,1,1,0,0
2,3,2015-05-20,6696,794,1,1,0,0
2,4,2015-05-21,5431,609,1,1,0,0
2,5,2015-05-22,4564,504,1,1,0,0
2,6,2015-05-23,2732,331,1,0,0,0
2,7,2015-05-24,0,0,0,0,0,0
2,1,2015-05-25,0,0,0,0,a,0
2,2,2015-05-26,4708,564,1,0,0,0
2,3,2015-05-27,5093,672,1,0,0,0
2,4,2015-05-28,4049,518,1,0,0,0
2,5,2015-05-29,4541,576,1,0,0,0
2,6,2015-05-30,3447,513,1,0,0,0
2,7,2015-05-31,0,0,0,0,0,0
2,1,2015-06-01,6629,673,1,1,0,0
2,2,2015-06-02,7099,697,1,1,0,0
2,3,2015-06-03,6682,768,1,1,0,0
2,4,2015-06-04,5810,646,1,1,0,0
2,5,2015-06-05,4938,532,1,1,0,0
2,6,2015-06-06,2641,319,1,0,0,0
2,7,2015-06-07,0,0,0,0,0,0
2,1,2015-06-08,3918,501,1,0,0,0
2,2,2015-06-09,4097,560,1,0,0,0
2,3,2015-06-10,5035,680,1,0,0,0
2,4,2015-06-11,4240,515,1,0,0,0
2,5,2015-06-12,3539,480,1,0,0,0
2,6,2015-06-13,2574,319,1,0,0,0
2,7,2015-06-14,0,0,0,0,0,0
2,1,2015-06-15,8106,762,1,1,0,0
2,2,2015-06-16,6243,648,1,1,0,0
2,3,2015-06-17,6924,805,1,1,0,0
2,4,2015-06-18,5154,594,1,1,0,0
2,5,2015-06-19,4926,544,1,1,0,0
2,6,2015-06-20,3020,323,1,0,0,0
2,7,2015-06-21,0,0,0,0,0,0
2,1,2015-06-22,4123,491,1,0,0,0
2,2,2015-06-23,4094,512,1,0,0,0
2,3,2015-06-24,4805,654,1,0,0,0
2,4,2015-06-25,4022,508,1,0,0,0
2,5,2015-06-26,3953,476,1,0,0,0
2,6,2015-06-27,2404,303,1,0,0,0
2,7,2015-06-28,0,0,0,0,0,0
2,1,2015-06-29,7961,734,1,1,0,0
2,2,2015-06-30,9863,877,1,1,0,0
2,3,2015-07-01,6431,786,1,1,0,0
2,4,2015-07-02,6189,921,1,1,0,0
2,5,2015-07-03,4838,1029,1,1,0,0
2,6,2015-07-04,4475,1147,1,0,0,0
2,7,2015-07-05,0,0,0,0,0,0
2,1,2015-07-06,4132,523,1,0,0,0
2,2,2015-07-07,4313,531,1,0,0,0
2,3,2015-07-08,5676,693,1,0,0,0
2,4,2015-07-09,4082,495,1,0,0,0
2,5,2015-07-10,4384,539,1,0,0,0
2,6,2015-07-11,2677,311,1,0,0,0
2,7,2015-07-12,0,0,0,0,0,0
2,1,2015-07-13,6874,687,1,1,0,1
2,2,2015-07-14,6122,645,1,1,0,1
2,3,2015-07-15,6406,780,1,1,0,1
2,4,2015-07-16,5062,544,1,1,0,1
2,5,2015-07-17,4518,495,1,1,0,1
2,6,2015-07-18,3417,359,1,0,0,0
2,7,2015-07-19,0,0,0,0,0,0
2,1,2015-07-20,4435,564,1,0,0,1
2,2,2015-07-21,3836,532,1,0,0,1
2,3,2015-07-22,5093,650,1,0,0,1
2,4,2015-07-23,4108,521,1,0,0,1
2,5,2015-07-24,3854,468,1,0,0,1
2,6,2015-07-25,2512,316,1,0,0,0
2,7,2015-07-26,0,0,0,0,0,0
2,1,2015-07-27,6627,638,1,1,0,1
2,2,2015-07-28,5671,646,1,1,0,1
2,3,2015-07-29,6402,727,1,1,0,1
2,4,2015-07-30,5567,601,1,1,0,1
2,5,2015-07-31,6064,625,1,1,0,1
3,2,2013-01-01,0,0,0,0,a,1
3,3,2013-01-02,6823,805,1,0,0,1
3,4,2013-01-03,5902,721,1,0,0,1
3,5,2013-01-04,6069,690,1,0,0,1
3,6,2013-01-05,4523,525,1,0,0,0
3,7,2013-01-06,0,0,0,0,0,0
3,1,2013-01-07,12247,1079,1,1,0,0
3,2,2013-01-08,9800,856,1,1,0,0
3,3,2013-01-09,8001,778,1,1,0,0
3,4,2013-01-10,7772,791,1,1,0,0
3,5,2013-01-11,9292,951,1,1,0,0
3,6,2013-01-12,4455,485,1,0,0,0
3,7,2013-01-13,0,0,0,0,0,0
3,1,2013-01-14,4566,599,1,0,0,0
3,2,2013-01-15,5041,669,1,0,0,0
3,3,2013-01-16,4827,617,1,0,0,0
3,4,2013-01-17,4463,600,1,0,0,0
3,5,2013-01-18,5390,703,1,0,0,0
3,6,2013-01-19,3938,427,1,0,0,0
3,7,2013-01-20,0,0,0,0,0,0
3,1,2013-01-21,6014,630,1,1,0,0
3,2,2013-01-22,7961,797,1,1,0,0
3,3,2013-01-23,7863,803,1,1,0,0
3,4,2013-01-24,7910,814,1,1,0,0
3,5,2013-01-25,7565,773,1,1,0,0
3,6,2013-01-26,3902,450,1,0,0,0
3,7,2013-01-27,0,0,0,0,0,0
3,1,2013-01-28,5352,722,1,0,0,0
3,2,2013-01-29,5375,711,1,0,0,0
3,3,2013-01-30,4920,647,1,0,0,0
3,4,2013-01-31,5682,648,1,0,0,0
3,5,2013-02-01,6725,806,1,0,0,0
3,6,2013-02-02,5155,603,1,0,0,0
3,7,2013-02-03,0,0,0,0,0,0
3,1,2013-02-04,10913,1070,1,1,0,0
3,2,2013-02-05,9372,925,1,1,0,0
3,3,2013-02-06,9084,950,1,1,0,0
3,4,2013-02-07,7786,861,1,1,0,0
3,5,2013-02-08,7945,842,1,1,0,0
3,6,2013-02-09,4324,494,1,0,0,0
3,7,2013-02-10,0,0,0,0,0,0
3,1,2013-02-11,5541,736,1,0,0,0
3,2,2013-02-12,5725,758,1,0,0,0
3,3,2013-02-13,5111,680,1,0,0,0
3,4,2013-02-14,5912,741,1,0,0,0
3,5,2013-02-15,5159,673,1,0,0,0
3,6,2013-02-16,4000,488,1,0,0,0
3,7,2013-02-17,0,0,0,0,0,0
3,1,2013-02-18,10793,1008,1,1,0,0
3,2,2013-02-19,7997,755,1,1,0,0
3,3,2013-02-20,7862,812,1,1,0,0
3,4,2013-02-21,7517,772,1,1,0,0
3,5,2013-02-22,7993,840,1,1,0,0
3,6,2013-02-23,3688,446,1,0,0,0
3,7,2013-02-24,0,0,0,0,0,0
3,1,2013-02-25,5072,675,1,0,0,0
3,2,2013-02-26,5154,669,1,0,0,0
3,3,2013-02-27,5172,670,1,0,0,0
3,4,2013-02-28,6167,767,1,0,0,0
3,5,2013-03-01,6575,800,1,0,0,0
3,6,2013-03-02,5037,638,1,0,0,0
3,7,2013-03-03,0,0,0,0,0,0
3,1,2013-03-04,11004,1080,1,1,0,0
3,2,2013-03-05,9878,987,1,1,0,0
3,3,2013-03-06,8729,871,1,1,0,0
3,4,2013-03-07,8479,901,1,1,0,0
3,5,2013-03-08,8174,864,1,1,0,0
3,6,2013-03-09,3778,436,1,0,0,0
3,7,2013-03-10,0,0,0,0,0,0
3,1,2013-03-11,4968,633,1,0,0,0
3,2,2013-03-12,5452,704,1,0,0,0
3,3,2013-03-13,5391,703,1,0,0,0
3,4,2013-03-14,4993,642,1,0,0,0
3,5,2013-03-15,6933,829,1,0,0,0
3,6,2013-03-16,4249,493,1,0,0,0
3,7,2013-03-17,0,0,0,0,0,0
3,1,2013-03-18,11199,1062,1,1,0,0
3,2,2013-03-19,9725,965,1,1,0,0
3,3,2013-03-20,8459,868,1,1,0,0
3,4,2013-03-21,8245,855,1,1,0,0
3,5,2013-03-22,8355,886,1,1,0,0
3,6,2013-03-23,4200,457,1,0,0,0
3,7,2013-03-24,0,0,0,0,0,0
3,1,2013-03-25,10181,1031,1,1,0,1
3,2,2013-03-26,9991,999,1,1,0,1
3,3,2013-03-27,9033,946,1,1,0,1
3,4,2013-03-28,9884,1032,1,1,0,1
3,5,2013-03-29,0,0,0,1,b,1
3,6,2013-03-30,6267,672,1,0,0,0
3,7,2013-03-31,0,0,0,0,0,0
3,1,2013-04-01,0,0,0,0,b,1
3,2,2013-04-02,5856,802,1,0,0,1
3,3,2013-04-03,5704,715,1,0,0,1
3,4,2013-04-04,6663,781,1,0,0,1
3,5,2013-04-05,6197,740,1,0,0,1
3,6,2013-04-06,4656,556,1,0,0,0
3,7,2013-04-07,0,0,0,0,0,0
3,1,2013-04-08,9781,940,1,1,0,0
3,2,2013-04-09,9416,925,1,1,0,0
3,3,2013-04-10,8414,839,1,1,0,0
3,4,2013-04-11,7959,760,1,1,0,0
3,5,2013-04-12,8866,936,1,1,0,0
3,6,2013-04-13,3765,438,1,0,0,0
3,7,2013-04-14,0,0,0,0,0,0
3,1,2013-04-15,5295,723,1,0,0,0
3,2,2013-04-16,5092,688,1,0,0,0
3,3,2013-04-17,5320,699,1,0,0,0
3,4,2013-04-18,5399,689,1,0,0,0
3,5,2013-04-19,5608,705,1,0,0,0
3,6,2013-04-20,4007,472,1,0,0,0
3,7,2013-04-21,0,0,0,0,0,0
3,1,2013-04-22,8979,930,1,1,0,0
3,2,2013-04-23,8294,835,1,1,0,0
3,3,2013-04-24,8041,838,1,1,0,0
3,4,2013-04-25,7232,789,1,1,0,0
3,5,2013-04-26,7194,744,1,1,0,0
3,6,2013-04-27,3773,451,1,0,0,0
3,7,2013-04-28,0,0,0,0,0,0
3,1,2013-04-29,9036,871,1,1,0,0
3,2,2013-04-30,11641,1129,1,1,0,0
3,3,2013-05-01,0,0,0,1,a,0
3,4,2013-05-02,9884,1011,1,1,0,0
3,5,2013-05-03,9198,964,1,1,0,0
3,6,2013-05-04,4732,590,1,0,0,0
3,7,2013-05-05,0,0,0,0,0,0
3,1,2013-05-06,6092,758,1,0,0,0
3,2,2013-05-07,6048,717,1,0,0,0
3,3,2013-05-08,6866,838,1,0,0,0
3,4,2013-05-09,0,0,0,0,a,0
3,5,2013-05-10,7821,909,1,0,0,0
3,6,2013-05-11,6103,847,1,0,0,0
3,7,2013-05-12,0,0,0,0,0,0
3,1,2013-05-13,8836,860,1,1,0,0
3,2,2013-05-14,8802,937,1,1,0,0
3,3,2013-05-15,8094,878,1,1,0,0
3,4,2013-05-16,8081,886,1,1,0,0
3,5,2013-05-17,7980,827,1,1,0,0
3,6,2013-05-18,3946,443,1,0,0,0
3,7,2013-05-19,0,0,0,0,0,0
3,1,2013-05-20,0,0,0,0,a,0
3,2,2013-05-21,6829,829,1,0,0,1
3,3,2013-05-22,5617,702,1,0,0,0
3,4,2013-05-23,4929,648,1,0,0,0
3,5,2013-05-24,6220,780,1,0,0,0
3,6,2013-05-25,4144,468,1,0,0,0
3,7,2013-05-26,0,0,0,0,0,0
3,1,2013-05-27,9551,948,1,1,0,0
3,2,2013-05-28,9168,911,1,1,0,0
3,3,2013-05-29,9222,945,1,1,0,0
3,4,2013-05-30,0,0,0,1,a,0
3,5,2013-05-31,12211,1167,1,1,0,0
3,6,2013-06-01,4947,587,1,0,0,0
3,7,2013-06-02,0,0,0,0,0,0
3,1,2013-06-03,10025,1014,1,1,0,0
3,2,2013-06-04,8935,904,1,1,0,0
3,3,2013-06-05,7714,816,1,1,0,0
3,4,2013-06-06,8051,840,1,1,0,0
3,5,2013-06-07,8351,895,1,1,0,0
3,6,2013-06-08,4002,480,1,0,0,0
3,7,2013-06-09,0,0,0,0,0,0
3,1,2013-06-10,5881,742,1,0,0,0
3,2,2013-06-11,5592,727,1,0,0,0
3,3,2013-06-12,5520,657,1,0,0,0
3,4,2013-06-13,5499,647,1,0,0,0
3,5,2013-06-14,6440,742,1,0,0,0
3,6,2013-06-15,4330,491,1,0,0,0
3,7,2013-06-16,0,0,0,0,0,0
3,1,2013-06-17,10328,986,1,1,0,0
3,2,2013-06-18,9065,892,1,1,0,0
3,3,2013-06-19,7745,761,1,1,0,0
3,4,2013-06-20,6633,710,1,1,0,0
3,5,2013-06-21,8739,863,1,1,0,0
3,6,2013-06-22,4199,485,1,0,0,0
3,7,2013-06-23,0,0,0,0,0,0
3,1,2013-06-24,6538,716,1,0,0,0
3,2,2013-06-25,5414,701,1,0,0,0
3,3,2013-06-26,5461,676,1,0,0,0
3,4,2013-06-27,6546,787,1,0,0,0
3,5,2013-06-28,8280,887,1,0,0,0
3,6,2013-06-29,6227,742,1,0,0,0
3,7,2013-06-30,0,0,0,0,0,0
3,1,2013-07-01,9469,949,1,1,0,0
3,2,2013-07-02,9158,892,1,1,0,0
3,3,2013-07-03,9924,908,1,1,0,0
3,4,2013-07-04,8932,930,1,1,0,0
3,5,2013-07-05,9257,930,1,1,0,0
3,6,2013-07-06,4882,582,1,0,0,0
3,7,2013-07-07,0,0,0,0,0,0
3,1,2013-07-08,6103,737,1,0,0,0
3,2,2013-07-09,6097,768,1,0,0,0
3,3,2013-07-10,6691,798,1,0,0,0
3,4,2013-07-11,6035,698,1,0,0,0
3,5,2013-07-12,5769,715,1,0,0,0
3,6,2013-07-13,4056,489,1,0,0,0
3,7,2013-07-14,0,0,0,0,0,0
3,1,2013-07-15,12179,1094,1,1,0,0
3,2,2013-07-16,11756,1070,1,1,0,0
3,3,2013-07-17,9886,909,1,1,0,0
3,4,2013-07-18,9098,927,1,1,0,0
3,5,2013-07-19,9174,926,1,1,0,0
3,6,2013-07-20,4392,484,1,0,0,0
3,7,2013-07-21,0,0,0,0,0,0
3,1,2013-07-22,5152,640,1,0,0,1
3,2,2013-07-23,5723,656,1,0,0,1
3,3,2013-07-24,5430,659,1,0,0,1
3,4,2013-07-25,5936,717,1,0,0,1
3,5,2013-07-26,5283,656,1,0,0,1
3,6,2013-07-27,3845,433,1,0,0,0
3,7,2013-07-28,0,0,0,0,0,0
3,1,2013-07-29,10853,965,1,1,0,1
3,2,2013-07-30,10451,958,1,1,0,1
3,3,2013-07-31,10895,1036,1,1,0,1
3,4,2013-08-01,8738,893,1,1,0,1
3,5,2013-08-02,7610,748,1,1,0,1
3,6,2013-08-03,4546,532,1,0,0,0
3,7,2013-08-04,0,0,0,0,0,0
3,1,2013-08-05,5991,748,1,0,0,1
3,2,2013-08-06,6166,737,1,0,0,1
3,3,2013-08-07,5982,716,1,0,0,1
3,4,2013-08-08,5916,684,1,0,0,1
3,5,2013-08-09,5991,705,1,0,0,1
3,6,2013-08-10,3883,427,1,0,0,0
3,7,2013-08-11,0,0,0,0,0,0
3,1,2013-08-12,10962,1006,1,1,0,1
3,2,2013-08-13,10004,1007,1,1,0,1
3,3,2013-08-14,8452,844,1,1,0,1
3,4,2013-08-15,8369,867,1,1,0,1
3,5,2013-08-16,7585,850,1,1,0,1
3,6,2013-08-17,3242,421,1,0,0,0
3,7,2013-08-18,0,0,0,0,0,0
3,1,2013-08-19,4369,539,1,0,0,1
3,2,2013-08-20,5290,671,1,0,0,1
3,3,2013-08-21,5070,673,1,0,0,1
3,4,2013-08-22,5225,670,1,0,0,1
3,5,2013-08-23,4692,633,1,0,0,1
3,6,2013-08-24,3525,427,1,0,0,0
3,7,2013-08-25,0,0,0,0,0,0
3,1,2013-08-26,9613,948,1,1,0,1
3,2,2013-08-27,8893,914,1,1,0,1
3,3,2013-08-28,8266,871,1,1,0,1
3,4,2013-08-29,7384,823,1,1,0,1
3,5,2013-08-30,8954,909,1,1,0,1
3,6,2013-08-31,3584,448,1,0,0,0
3,7,2013-09-01,0,0,0,0,0,0
3,1,2013-09-02,5625,720,1,0,0,1
3,2,2013-09-03,5847,739,1,0,0,1
3,3,2013-09-04,6116,750,1,0,0,0
3,4,2013-09-05,4921,641,1,0,0,0
3,5,2013-09-06,4750,635,1,0,0,0
3,6,2013-09-07,3661,444,1,0,0,0
3,7,2013-09-08,0,0,0,0,0,0
3,1,2013-09-09,11058,995,1,1,0,0
3,2,2013-09-10,8361,774,1,1,0,0
3,3,2013-09-11,8568,796,1,1,0,0
3,4,2013-09-12,8774,876,1,1,0,0
3,5,2013-09-13,8610,893,1,1,0,0
3,6,2013-09-14,3537,393,1,0,0,0
3,7,2013-09-15,0,0,0,0,0,0
3,1,2013-09-16,5391,692,1,0,0,0
3,2,2013-09-17,5517,725,1,0,0,0
3,3,2013-09-18,5378,681,1,0,0,0
3,4,2013-09-19,5120,672,1,0,0,0
3,5,2013-09-20,5426,669,1,0,0,0
3,6,2013-09-21,3554,461,1,0,0,0
3,7,2013-09-22,0,0,0,0,0,0
3,1,2013-09-23,9002,885,1,1,0,0
3,2,2013-09-24,8376,893,1,1,0,0
3,3,2013-09-25,7475,812,1,1,0,0
3,4,2013-09-26,7003,759,1,1,0,0
3,5,2013-09-27,8387,845,1,1,0,0
3,6,2013-09-28,3845,444,1,0,0,0
3,7,2013-09-29,0,0,0,0,0,0
3,1,2013-09-30,8988,945,1,0,0,0
3,2,2013-10-01,5903,743,1,0,0,0
3,3,2013-10-02,6045,765,1,0,0,0
3,4,2013-10-03,0,0,0,0,a,0
3,5,2013-10-04,8093,888,1,0,0,0
3,6,2013-10-05,4802,555,1,0,0,0
3,7,2013-10-06,0,0,0,0,0,0
3,1,2013-10-07,10779,940,1,1,0,0
3,2,2013-10-08,9269,885,1,1,0,0
3,3,2013-10-09,8250,817,1,1,0,0
3,4,2013-10-10,8711,913,1,1,0,0
3,5,2013-10-11,7076,700,1,1,0,0
3,6,2013-10-12,4076,460,1,0,0,0
3,7,2013-10-13,0,0,0,0,0,0
3,1,2013-10-14,5982,757,1,0,0,0
3,2,2013-10-15,5598,705,1,0,0,0
3,3,2013-10-16,5563,710,1,0,0,0
3,4,2013-10-17,5261,678,1,0,0,0
3,5,2013-10-18,5684,724,1,0,0,0
3,6,2013-10-19,3568,418,1,0,0,0
3,7,2013-10-20,0,0,0,0,0,0
3,1,2013-10-21,9712,969,1,1,0,1
3,2,2013-10-22,8058,831,1,1,0,1
3,3,2013-10-23,7839,834,1,1,0,1
3,4,2013-10-24,7163,784,1,1,0,1
3,5,2013-10-25,6614,764,1,1,0,1
3,6,2013-10-26,2936,413,1,0,0,0
3,7,2013-10-27,0,0,0,0,0,0
3,1,2013-10-28,4025,491,1,0,0,1
3,2,2013-10-29,4838,634,1,0,0,1
3,3,2013-10-30,5900,683,1,0,0,1
3,4,2013-10-31,6532,802,1,0,0,1
3,5,2013-11-01,0,0,0,0,a,1
3,6,2013-11-02,6359,641,1,0,0,0
3,7,2013-11-03,0,0,0,0,0,0
3,1,2013-11-04,9119,832,1,1,0,0
3,2,2013-11-05,10275,984,1,1,0,0
3,3,2013-11-06,8378,833,1,1,0,0
3,4,2013-11-07,7662,786,1,1,0,0
3,5,2013-11-08,7958,857,1,1,0,0
3,6,2013-11-09,4305,491,1,0,0,0
3,7,2013-11-10,0,0,0,0,0,0
3,1,2013-11-11,5084,661,1,0,0,0
3,2,2013-11-12,5267,678,1,0,0,0
3,3,2013-11-13,5530,713,1,0,0,0
3,4,2013-11-14,5240,685,1,0,0,0
3,5,2013-11-15,5919,742,1,0,0,0
3,6,2013-11-16,3893,451,1,0,0,0
3,7,2013-11-17,0,0,0,0,0,0
3,1,2013-11-18,9719,932,1,1,0,0
3,2,2013-11-19,8865,902,1,1,0,0
3,3,2013-11-20,8573,867,1,1,0,0
3,4,2013-11-21,7630,824,1,1,0,0
3,5,2013-11-22,7697,807,1,1,0,0
3,6,2013-11-23,4109,486,1,0,0,0
3,7,2013-11-24,0,0,0,0,0,0
3,1,2013-11-25,5968,734,1,0,0,0
3,2,2013-11-26,5880,733,1,0,0,0
3,3,2013-11-27,5942,666,1,0,0,0
3,4,2013-11-28,6096,797,1,0,0,0
3,5,2013-11-29,7152,795,1,0,0,0
3,6,2013-11-30,6960,759,1,0,0,0
3,7,2013-12-01,0,0,0,0,0,0
3,1,2013-12-02,12144,1097,1,1,0,0
3,2,2013-12-03,10485,1039,1,1,0,0
3,3,2013-12-04,9624,948,1,1,0,0
3,4,2013-12-05,7872,727,1,1,0,0
3,5,2013-12-06,8300,859,1,1,0,0
3,6,2013-12-07,7151,886,1,0,0,0
3,7,2013-12-08,0,0,0,0,0,0
3,1,2013-12-09,5478,716,1,0,0,0
3,2,2013-12-10,6595,841,1,0,0,0
3,3,2013-12-11,7577,887,1,0,0,0
3,4,2013-12-12,6921,850,1,0,0,0
3,5,2013-12-13,7146,877,1,0,0,0
3,6,2013-12-14,6688,721,1,0,0,0
3,7,2013-12-15,0,0,0,0,0,0
3,1,2013-12-16,14647,1282,1,1,0,0
3,2,2013-12-17,14555,1284,1,1,0,0
3,3,2013-12-18,12564,1198,1,1,0,0
3,4,2013-12-19,10463,1105,1,1,0,0
3,5,2013-12-20,12352,1227,1,1,0,0
3,6,2013-12-21,8215,997,1,0,0,0
3,7,2013-12-22,0,0,0,0,0,0
3,1,2013-12-23,14461,1579,1,0,0,1
3,2,2013-12-24,4460,625,1,0,0,1
3,3,2013-12-25,0,0,0,0,c,1
3,4,2013-12-26,0,0,0,0,c,1
3,5,2013-12-27,8158,966,1,0,0,1
3,6,2013-12-28,3927,420,1,0,0,0
3,7,2013-12-29,0,0,0,0,0,0
3,1,2013-12-30,10503,1165,1,0,0,1
3,2,2013-12-31,4081,463,1,0,0,1
3,3,2014-01-01,0,0,0,0,a,1
3,4,2014-01-02,5703,690,1,0,0,1
3,5,2014-01-03,6821,766,1,0,0,1
3,6,2014-01-04,4727,537,1,0,0,0
3,7,2014-01-05,0,0,0,0,0,0
3,1,2014-01-06,11326,946,1,1,0,1
3,2,2014-01-07,11215,990,1,1,0,1
3,3,2014-01-08,8242,794,1,1,0,0
3,4,2014-01-09,7081,743,1,1,0,0
3,5,2014-01-10,9242,902,1,1,0,0
3,6,2014-01-11,4397,482,1,0,0,0
3,7,2014-01-12,0,0,0,0,0,0
3,1,2014-01-13,5420,682,1,0,0,0
3,2,2014-01-14,4934,648,1,0,0,0
3,3,2014-01-15,5163,665,1,0,0,0
3,4,2014-01-16,5395,681,1,0,0,0
3,5,2014-01-17,5115,660,1,0,0,0
3,6,2014-01-18,4232,449,1,0,0,0
3,7,2014-01-19,0,0,0,0,0,0
3,1,2014-01-20,10251,943,1,1,0,0
3,2,2014-01-21,9246,850,1,1,0,0
3,3,2014-01-22,9642,1006,1,1,0,0
3,4,2014-01-23,7857,799,1,1,0,0
3,5,2014-01-24,6981,748,1,1,0,0
3,6,2014-01-25,3416,440,1,0,0,0
3,7,2014-01-26,0,0,0,0,0,0
3,1,2014-01-27,4602,633,1,0,0,0
3,2,2014-01-28,4816,630,1,0,0,0
3,3,2014-01-29,4887,628,1,0,0,0
3,4,2014-01-30,5219,658,1,0,0,0
3,5,2014-01-31,8097,812,1,0,0,0
3,6,2014-02-01,4968,499,1,0,0,0
3,7,2014-02-02,0,0,0,0,0,0
3,1,2014-02-03,11861,1030,1,1,0,0
3,2,2014-02-04,10084,914,1,1,0,0
3,3,2014-02-05,8124,834,1,1,0,0
3,4,2014-02-06,7920,828,1,1,0,0
3,5,2014-02-07,7198,767,1,1,0,0
3,6,2014-02-08,4369,457,1,0,0,0
3,7,2014-02-09,0,0,0,0,0,0
3,1,2014-02-10,5396,737,1,0,0,0
3,2,2014-02-11,4877,662,1,0,0,0
3,3,2014-02-12,5675,710,1,0,0,0
3,4,2014-02-13,5132,684,1,0,0,0
3,5,2014-02-14,6213,753,1,0,0,0
3,6,2014-02-15,3793,415,1,0,0,0
3,7,2014-02-16,0,0,0,0,0,0
3,1,2014-02-17,10020,989,1,1,0,0
3,2,2014-02-18,8382,843,1,1,0,0
3,3,2014-02-19,8156,812,1,1,0,0
3,4,2014-02-20,6798,766,1,1,0,0
3,5,2014-02-21,7511,799,1,1,0,0
3,6,2014-02-22,4082,475,1,0,0,0
3,7,2014-02-23,0,0,0,0,0,0
3,1,2014-02-24,5141,672,1,0,0,0
3,2,2014-02-25,4858,680,1,0,0,0
3,3,2014-02-26,4580,640,1,0,0,0
3,4,2014-02-27,5324,684,1,0,0,0
3,5,2014-02-28,6792,786,1,0,0,0
3,6,2014-03-01,4718,539,1,0,0,0
3,7,2014-03-02,0,0,0,0,0,0
3,1,2014-03-03,11091,1032,1,1,0,0
3,2,2014-03-04,9520,901,1,1,0,0
3,3,2014-03-05,8867,878,1,1,0,0
3,4,2014-03-06,8140,835,1,1,0,0
3,5,2014-03-07,8321,861,1,1,0,0
3,6,2014-03-08,3407,426,1,0,0,0
3,7,2014-03-09,0,0,0,0,0,0
3,1,2014-03-10,4928,703,1,0,0,0
3,2,2014-03-11,5412,684,1,0,0,0
3,3,2014-03-12,4951,649,1,0,0,0
3,4,2014-03-13,4918,719,1,0,0,0
3,5,2014-03-14,6245,705,1,0,0,0
3,6,2014-03-15,4255,448,1,0,0,0
3,7,2014-03-16,0,0,0,0,0,0
3,1,2014-03-17,9154,908,1,1,0,0
3,2,2014-03-18,9011,867,1,1,0,0
3,3,2014-03-19,8417,843,1,1,0,0
3,4,2014-03-20,7390,796,1,1,0,0
3,5,2014-03-21,6765,711,1,1,0,0
3,6,2014-03-22,4389,470,1,0,0,0
3,7,2014-03-23,0,0,0,0,0,0
3,1,2014-03-24,5248,696,1,0,0,0
3,2,2014-03-25,5207,692,1,0,0,0
3,3,2014-03-26,5158,634,1,0,0,0
3,4,2014-03-27,4969,635,1,0,0,0
3,5,2014-03-28,6194,737,1,0,0,0
3,6,2014-03-29,4200,466,1,0,0,0
